iter	Passed	Remaining
208	3069	11618
209	3081	11593
210	3084	11533
211	3089	11485
212	3094	11433
213	3102	11393
214	3106	11341
215	3109	11287
216	3113	11233
217	3116	11178
218	3119	11123
219	3121	11066
220	3346	11797
221	3389	11878
222	3391	11818
223	3394	11760
224	3400	11712
225	3403	11654
226	3406	11600
227	3409	11545
228	3418	11509
229	3421	11453
230	3426	11408
231	3430	11354
232	3436	11312
233	3438	11254
234	3443	11208
235	3447	11159
236	3449	11106
237	3453	11055
238	3455	11003
239	3457	10950
240	3461	10900
241	3462	10844
242	3467	10802
243	3469	10751
244	3472	10699
245	3477	10658
246	3480	10609
247	3482	10561
248	3486	10514
249	3733	11199
250	3735	11147
251	3768	11185
252	3791	11195
253	3806	11179
254	3813	11141
255	3817	11095
256	3825	11059
257	3829	11013
258	3838	10983
259	3846	10946
260	3851	10903
261	3864	10885
262	3900	10930
263	3915	10916
264	3921	10876
265	3925	10830
266	3931	10791
267	3939	10760
268	3947	10727
269	3954	10690
270	3956	10643
271	3959	10598
272	3965	10558
273	4125	10930
274	4128	10885
275	4154	10896
276	4174	10896
277	4183	10864
278	4215	10894
279	4284	11018
280	4294	10988
281	4303	10958
282	4307	10914
283	4310	10866
284	4313	10820
285	4324	10796
286	4332	10762
287	4335	10718
288	4337	10671
289	4376	10715
290	4382	10677
291	4399	10668
292	4464	10773
293	4471	10738
294	4513	10786
295	4520	10750
296	4533	10731
297	4538	10691
298	4546	10658
299	4563	10647
300	4566	10604
301	4568	10558
302	4573	10519
303	4576	10478
304	4581	10439
305	4584	10397
306	4586	10352
307	4589	10311
308	4592	10270
309	4596	10230
310	4600	10191
311	4602	10149
312	4607	10112
313	4610	10071
314	4613	10032
315	4615	9991
316	4619	9953
317	4623	9914
318	4788	10223
319	4876	10361
320	4889	10341
321	4893	10304
322	4900	10271
323	4904	10232
324	4909	10196
325	4916	10165
326	4919	10125
327	4927	10096
328	4934	10064
329	4939	10028
330	4941	9988
331	4946	9951
332	4951	9917
333	4953	9877
334	4956	9839
335	4959	9800
336	4962	9763
337	4965	9726
338	4968	9687
339	4970	9649
340	4975	9615
341	4977	9577
342	4988	9556
343	5027	9586
344	5042	9573
345	5046	9538
346	5050	9503
347	5053	9467
348	5055	9430
349	5058	9393
350	5060	9357
351	5064	9323
352	5066	9286
353	5070	9252
354	5075	9221
355	5080	9191
356	5083	9156
357	5086	9121
358	5089	9088
359	5092	9053
360	5097	9023
361	5106	8999
362	5109	8965
363	5113	8934
364	5116	8901
365	5119	8868
366	5127	8843
367	5137	8823
368	5391	9219
369	5394	9184
370	5397	9150
371	5417	9145
372	5424	9117
373	5427	9084
374	5430	9050
375	5434	9019
376	5437	8986
377	5440	8952
378	5443	8918
379	5447	8888
380	5450	8854
381	5452	8821
382	5455	8789
383	5458	8756
384	5462	8725
385	5465	8694
386	5474	8672
387	5478	8640
388	5482	8611
389	5486	8581
390	5489	8550
391	5492	8519
392	5496	8489
393	5510	8475
394	5519	8453
395	5533	8440
396	5539	8413
397	5543	8384
398	5623	8471
399	5677	8516
400	5680	8484
401	5689	8463
402	5697	8439
403	5705	8417
404	5709	8387
405	5712	8357
406	5717	8329
407	5719	8299
408	5723	8270
409	5725	8239
410	5726	8207
411	5728	8176
412	5735	8152
413	5741	8126
414	5743	8096
415	5747	8068
416	5750	8038
417	5752	8009
418	5757	7983
419	5763	7959
420	5767	7931
421	5768	7901
422	5770	7871
423	5774	7844
424	6036	8166
425	6054	8158
426	6058	8129
427	6060	8099
428	6067	8076
429	6074	8051
430	6076	8022
431	6079	7993
432	6083	7966
433	6085	7936
434	6089	7909
435	6096	7885
436	6100	7859
437	6104	7833
438	6109	7806
439	6110	7777
440	6209	7870
441	6235	7871
442	6264	7876
443	6269	7851
444	6284	7838
445	6309	7837
446	6323	7823
447	6327	7796
448	6330	7768
449	6333	7741
450	6336	7713
451	6340	7686
452	6343	7660
453	6346	7632
454	6351	7607
455	6354	7580
456	6357	7554
457	6362	7528
458	6364	7501
459	6368	7475
460	6371	7448
461	6373	7422
462	6376	7395
463	6380	7370
464	6382	7343
465	6389	7321
466	6392	7295
467	6413	7290
468	6430	7280
469	6452	7275
470	6454	7249
471	6460	7227
472	6477	7216
473	6479	7190
474	6482	7165
475	6484	7138
476	6490	7115
477	6494	7092
478	6503	7073
479	6506	7049
480	6511	7025
481	6516	7003
482	6602	7067
483	6642	7082
484	6652	7064
485	6656	7039
486	6658	7014
487	6661	6989
488	6670	6970
489	6673	6946
490	6679	6924
491	6779	6999
492	6793	6986
493	6797	6962
494	6804	6941
495	6806	6916
496	6809	6891
497	6812	6867
498	6815	6842
499	6818	6818
500	6826	6799
501	6829	6775
502	6836	6754
503	6840	6732
504	6843	6708
505	6846	6683
506	6849	6660
507	6851	6635
508	6861	6618
509	6864	6594
510	6873	6577
511	6875	6552
512	6878	6529
513	6880	6505
514	7137	6721
515	7144	6701
516	7146	6676
517	7163	6665
518	7166	6641
519	7169	6617
520	7172	6594
521	7175	6570
522	7177	6546
523	7181	6523
524	7185	6501
525	7188	6477
526	7190	6453
527	7192	6429
528	7194	6405
529	7197	6383
530	7209	6368
531	7212	6344
532	7213	6320
533	7215	6296
534	7220	6275
535	7222	6252
536	7225	6229
537	7226	6206
538	7228	6182
539	7230	6159
540	7233	6137
541	7235	6114
542	7487	6301
543	7508	6293
544	7510	6270
545	7515	6249
546	7519	6227
547	7525	6207
548	7527	6183
549	7529	6160
550	7532	6137
551	7534	6115
552	7536	6091
553	7539	6069
554	7540	6046
555	7542	6023
556	7546	6001
557	7549	5979
558	7552	5957
559	7557	5938
560	7560	5916
561	7562	5894
562	7565	5872
563	7567	5849
564	7569	5827
565	7573	5806
566	7576	5785
567	7578	5764
568	7581	5742
569	7582	5720
570	7584	5698
571	7587	5677
572	7600	5664
573	7607	5645
574	7615	5628
575	7620	5609
576	7623	5588
577	7625	5567
578	7628	5546
579	7631	5526
580	7635	5506
581	7638	5486
582	7644	5467
583	7647	5447
584	7649	5426
585	7652	5406
586	7657	5387
587	7660	5367
588	7662	5346
589	7665	5326
590	7667	5306
591	7669	5286
592	7676	5268
593	7678	5248
594	7681	5228
595	7684	5209
596	7686	5188
597	7691	5170
598	7978	5341
599	7983	5322
600	7984	5300
601	8009	5295
602	8017	5278
603	8023	5260
604	8030	5243
605	8049	5233
606	8053	5214
607	8057	5195
608	8059	5174
609	8062	5154
610	8149	5188
611	8155	5170
612	8165	5155
613	8175	5139
614	8183	5123
615	8186	5103
616	8190	5083
617	8193	5064
618	8214	5056
619	8324	5101
620	8350	5096
621	8355	5077
622	8359	5058
623	8362	5039
624	8366	5019
625	8368	4999
626	8371	4980
627	8374	4960
628	8383	4944
629	8385	4925
630	8388	4905
631	8391	4886
632	8393	4866
633	8397	4847
634	8400	4828
635	8402	4809
636	8406	4790
637	8409	4771
638	8411	4752
639	8417	4734
640	8419	4715
641	8422	4696
642	8425	4677
643	8428	4659
644	8433	4641
645	8666	4749
646	8672	4731
647	8684	4717
648	8686	4697
649	8690	4679
650	8701	4665
651	8714	4651
652	8716	4632
653	8719	4612
654	8734	4600
655	8737	4581
656	8740	4563
657	8743	4544
658	8745	4525
659	8752	4508
660	8757	4491
661	8760	4472
662	8777	4461
663	9004	4556
664	9007	4537
665	9024	4525
666	9030	4508
667	9034	4489
668	9038	4472
669	9053	4459
670	9056	4440
671	9085	4434
672	9092	4418
673	9095	4399
674	9098	4380
675	9102	4362
676	9104	4343
677	9108	4326
678	9115	4309
679	9122	4292
680	9125	4274
681	9128	4256
682	9132	4238
683	9145	4225
684	9150	4207
685	9352	4281
686	9365	4267
687	9371	4249
688	9398	4242
689	9403	4224
690	9410	4208
691	9412	4189
692	9416	4171
693	9418	4153
694	9422	4135
695	9425	4116
696	9430	4099
697	9434	4082
698	9437	4063
699	9442	4046
700	9444	4028
701	9447	4010
702	9451	3992
703	9453	3974
704	9463	3959
705	9465	3941
706	9469	3924
707	9472	3906
708	9474	3888
709	9478	3871
710	9480	3853
711	9483	3835
712	9486	3818
713	9492	3802
714	9497	3785
715	9499	3767
716	9502	3750
717	9504	3732
718	9506	3715
719	9508	3697
720	9799	3792
721	9802	3774
722	9815	3760
723	9819	3743
724	9822	3725
725	9826	3708
726	9844	3696
727	9861	3684
728	9961	3702
729	9965	3685
730	9998	3679
731	10014	3666
732	10022	3650
733	10025	3633
734	10030	3616
735	10041	3601
736	10043	3584
737	10049	3567
738	10051	3549
739	10053	3532
740	10056	3515
741	10058	3497
742	10061	3480
743	10064	3462
744	10074	3448
745	10077	3431
746	10099	3420
747	10109	3405
748	10111	3388
749	10113	3371
750	10128	3358
751	10151	3347
752	10155	3331
753	10166	3316
754	10191	3307
755	10199	3292
756	10201	3274
757	10204	3257
758	10207	3241
759	10210	3224
760	10215	3208
761	10220	3192
762	10224	3175
763	10226	3159
764	10228	3142
765	10231	3125
766	10428	3168
767	10463	3160
768	10477	3147
769	10484	3131
770	10520	3124
771	10526	3108
772	10529	3092
773	10535	3076
774	10538	3059
775	10541	3042
776	10545	3026
777	10548	3010
778	10551	2993
779	10556	2977
780	10559	2960
781	10562	2944
782	10568	2928
783	10571	2912
784	10574	2896
785	10577	2880
786	10582	2864
787	10584	2847
788	10586	2831
789	10590	2815
790	10592	2798
791	10842	2847
792	10845	2831
793	10851	2815
794	10869	2802
795	10872	2786
796	10879	2771
797	10892	2757
798	10895	2740
799	10911	2727
800	10926	2714
801	10936	2700
802	11081	2718
803	11083	2702
804	11086	2685
805	11090	2669
806	11101	2654
807	11106	2639
808	11111	2623
809	11113	2606
810	11117	2590
811	11118	2574
812	11120	2557
813	11130	2543
814	11134	2527
815	11137	2511
816	11142	2495
817	11144	2479
818	11147	2463
819	11149	2447
820	11152	2431
821	11158	2416
822	11160	2400
823	11162	2384
824	11165	2368
825	11168	2352
826	11171	2336
827	11175	2321
828	11177	2305
829	11398	2334
830	11405	2319
831	11410	2304
832	11421	2289
833	11434	2276
834	11438	2260
835	11451	2246
836	11455	2230
837	11459	2215
838	11461	2199
839	11466	2184
840	11468	2168
841	11472	2152
842	11482	2138
843	11484	2122
844	11487	2107
845	11494	2092
846	11495	2076
847	11501	2061
848	11504	2046
849	11508	2030
850	11511	2015
851	11513	2000
852	11515	1984
853	11517	1969
854	11522	1954
855	11526	1938
856	11529	1923
857	11530	1908
858	11533	1893
859	11761	1914
860	11765	1899
861	11768	1883
862	11770	1868
863	11773	1853
864	11786	1839
865	11789	1824
866	11804	1810
867	11808	1795
868	11810	1780
869	11813	1765
870	11816	1750
871	11820	1735
872	11823	1719
873	11826	1704
874	11827	1689
875	11833	1675
876	11837	1660
877	11839	1645
878	11848	1630
879	11850	1615
880	11852	1600
881	11855	1586
882	11858	1571
883	11861	1556
884	12053	1566
885	12063	1552
886	12066	1537
887	12080	1523
888	12083	1508
889	12092	1494
890	12100	1480
891	12102	1465
892	12191	1460
893	12235	1450
894	12236	1435
895	12241	1420
896	12246	1406
897	12249	1391
898	12251	1376
899	12255	1361
900	12257	1346
901	12260	1332
902	12268	1317
903	12275	1303
904	12278	1288
905	12291	1275
906	12298	1261
907	12356	1251
908	12359	1237
909	12362	1222
910	12364	1207
911	12367	1193
912	12372	1178
913	12374	1164
914	12377	1149
915	12379	1135
916	12382	1120
917	12515	1117
918	12550	1106
919	12555	1091
920	12566	1077
921	12571	1063
922	12574	1048
923	12580	1034
924	12584	1020
925	12597	1006
926	12603	992
927	12609	978
928	12713	971
929	12728	958
930	12734	943
931	12742	929
932	12745	915
933	12776	902
934	12782	888
935	12790	874
936	12793	860
937	12796	845
938	12798	831
939	12803	817
940	12807	803
941	12809	788
942	12812	774
943	12817	760
944	12822	746
945	13084	746
946	13087	732
947	13091	718
948	13097	703
949	13100	689
950	13104	675
951	13109	660
952	13111	646
953	13114	632
954	13115	618
955	13118	603
956	13121	589
957	13122	575
958	13124	561
959	13126	546
960	13128	532
961	13130	518
962	13132	504
963	13136	490
964	13150	476
965	13154	462
966	13156	448
967	13159	435
968	13160	421
969	13163	407
970	13167	393
971	13171	379
972	13455	373
973	13496	360
974	13500	346
975	13531	332
976	13533	318
977	13541	304
978	13545	290
979	13547	276
980	13554	262
981	13683	250
982	13688	236
983	13694	222
984	13696	208
985	13699	194
986	13702	180
987	13705	166
988	13709	152
989	13712	138
990	13718	124
991	13721	110
992	13724	96
993	13728	82
994	13732	69
995	13738	55
996	13742	41
997	13753	27
998	13756	13
999	13762	0
