iter	Logloss
223	0.3805121133
224	0.3801365573
225	0.3797621694
226	0.3794835559
227	0.3790422266
228	0.3788198774
229	0.3787533594
230	0.3786067032
231	0.3782603532
232	0.3779846105
233	0.3777281343
234	0.3775165667
235	0.377381001
236	0.3771986428
237	0.3769674167
238	0.3766885311
239	0.3764086991
240	0.3760638985
241	0.3760370207
242	0.3757923318
243	0.3756680123
244	0.3753098303
245	0.3751537072
246	0.3748747118
247	0.3745700969
248	0.3743351483
249	0.3740622454
250	0.3739063335
251	0.3737433923
252	0.3734954089
253	0.3733095279
254	0.373129665
255	0.3728483907
256	0.3727153383
257	0.3726024956
258	0.3723237266
259	0.3719961847
260	0.3718809204
261	0.3716974589
262	0.3715662963
263	0.3714603804
264	0.3712613003
265	0.3709482926
266	0.3707315824
267	0.3704999624
268	0.3702876196
269	0.3700642299
270	0.3698392872
271	0.3696479469
272	0.3694986731
273	0.3693704554
274	0.3692376442
275	0.3692189057
276	0.3689406952
277	0.3685203309
278	0.3683480756
279	0.3681732804
280	0.3679629447
281	0.3678318843
282	0.3675466851
283	0.3673908468
284	0.367262972
285	0.3671554308
286	0.3669926716
287	0.3668126744
288	0.3666173957
289	0.3663709208
290	0.3661270088
291	0.3658914271
292	0.3655767619
293	0.3655305626
294	0.3653539891
295	0.3653382551
296	0.3652210337
297	0.3650354649
298	0.3647940564
299	0.3645872785
300	0.3644346134
301	0.3642566935
302	0.3639560773
303	0.363719488
304	0.3636201913
305	0.363498063
306	0.3633492723
307	0.3632473167
308	0.3631419621
309	0.3630735201
310	0.3628961592
311	0.3626197738
312	0.3624258975
313	0.3623486205
314	0.3622036158
315	0.3619770352
316	0.3616437022
317	0.3614813011
318	0.3613016445
319	0.3612154856
320	0.3611226988
321	0.3608594475
322	0.3607065121
323	0.3605357904
324	0.3604042315
325	0.3601774169
326	0.360017648
327	0.3599161159
328	0.3596781186
329	0.359430151
330	0.3591890991
331	0.3590748539
332	0.3589125693
333	0.358735231
334	0.3586239372
335	0.358419706
336	0.3582271205
337	0.358040559
338	0.3578989674
339	0.3577083511
340	0.3572900661
341	0.3571237602
342	0.3568958256
343	0.3568842368
344	0.3566537608
345	0.3565911149
346	0.3563751742
347	0.3561341539
348	0.3559619557
349	0.35582883
350	0.3557619172
351	0.3553758687
352	0.3553006148
353	0.3551066565
354	0.354954394
355	0.3547266652
356	0.354622517
357	0.3544931033
358	0.3543492849
359	0.3541260226
360	0.3540260227
361	0.3539471656
362	0.3539276446
363	0.3537243457
364	0.3536585415
365	0.3535129131
366	0.353263926
367	0.3530970084
368	0.353009097
369	0.3527961512
370	0.3526059804
371	0.3525110605
372	0.35249569
373	0.3524124779
374	0.3522400737
375	0.3520523366
376	0.3518777815
377	0.351766909
378	0.3516746812
379	0.3515239787
380	0.3513902587
381	0.3513085886
382	0.3512521018
383	0.3511073481
384	0.3509698286
385	0.3508665817
386	0.3506690228
387	0.3505329456
388	0.3504411706
389	0.3503001601
390	0.3501339953
391	0.3500002113
392	0.3498841245
393	0.3498342409
394	0.349691146
395	0.3494119266
396	0.3491791031
397	0.3490897668
398	0.3490476081
399	0.3490092942
400	0.3488301878
401	0.3487285173
402	0.3485354679
403	0.3483639913
404	0.3482161127
405	0.3481628873
406	0.3479762772
407	0.3477382652
408	0.3475196226
409	0.347394718
410	0.3472437561
411	0.3471618476
412	0.3469223741
413	0.3467707909
414	0.3467005807
415	0.3465828952
416	0.3464910177
417	0.3463375984
418	0.3462009863
419	0.3461162167
420	0.3460099772
421	0.3459364484
422	0.3458585471
423	0.3457837282
424	0.3456463014
425	0.3454448515
426	0.3453017143
427	0.3451323016
428	0.3450052931
429	0.3449405454
430	0.3448340906
431	0.3446318053
432	0.3444524894
433	0.3444031847
434	0.344283258
435	0.344116249
436	0.3438777778
437	0.3438366984
438	0.3437181208
439	0.3436501461
440	0.3435429036
441	0.3433317456
442	0.3432725185
443	0.3431237518
444	0.3429853115
445	0.3427343052
446	0.3426454021
447	0.3425980849
448	0.3423909355
449	0.3422735933
450	0.3421340538
451	0.3420689615
452	0.3419186506
453	0.3417291241
454	0.3415732681
455	0.3415154551
456	0.3413608797
457	0.3409535352
458	0.3408881917
459	0.3408512489
460	0.3407575333
461	0.3407107633
462	0.3406257645
463	0.3405679212
464	0.3405291314
465	0.3405029197
466	0.3403098435
467	0.3401533093
468	0.3399925398
469	0.3398906566
470	0.3397738909
471	0.3396599713
472	0.3395886208
473	0.3394746656
474	0.3393795131
475	0.3393495463
476	0.3392367176
477	0.3391208262
478	0.3390786249
479	0.3388763769
480	0.3388259916
481	0.3386137871
482	0.3385972521
483	0.338481491
484	0.3383217205
485	0.3381675332
486	0.3380207723
487	0.3378590662
488	0.3376748986
489	0.3374981629
490	0.3373327795
491	0.3371768436
492	0.3370990796
493	0.3369147313
494	0.3366020005
495	0.3364231564
496	0.336217566
497	0.3360543723
498	0.3358912678
499	0.335765967
500	0.3356883846
501	0.335656009
502	0.3355644851
503	0.3354562626
504	0.335343102
505	0.3353218261
506	0.3352760249
507	0.3352262399
508	0.3350845984
509	0.3349852883
510	0.3348054895
511	0.3347911502
512	0.3345763319
513	0.3345706726
514	0.3343018077
515	0.3340685241
516	0.3339346743
517	0.3337683463
518	0.3336741811
519	0.3336413395
520	0.3335223747
521	0.33338958
522	0.3332922354
523	0.333116082
524	0.3328093379
525	0.3327421884
526	0.3325928715
527	0.3324241584
528	0.3322669369
529	0.3322626345
530	0.3321950068
531	0.332095817
532	0.3319609334
533	0.3319077918
534	0.3318461444
535	0.3318335397
536	0.3317094627
537	0.331635245
538	0.3315716341
539	0.3313013862
540	0.3312299427
541	0.3311558423
542	0.3310959033
543	0.3310331737
544	0.3306799121
545	0.3306546969
546	0.3305844616
547	0.3305676663
548	0.330555641
549	0.330468378
550	0.3304449515
551	0.3301645881
552	0.3301148231
553	0.3299287228
554	0.3297717959
555	0.3296733697
556	0.3295203375
557	0.3294609246
558	0.3292688578
559	0.3291013286
560	0.3290037199
561	0.3288400145
562	0.3286233047
563	0.3285211749
564	0.3284509267
565	0.328403655
566	0.3283511234
567	0.328136172
568	0.3280064915
569	0.3279804162
570	0.3278933202
571	0.3277922225
572	0.3276448236
573	0.3275978552
574	0.3275070381
575	0.3274000942
576	0.3271949035
577	0.3270305691
578	0.3269072483
579	0.326886481
580	0.3268300975
581	0.3267672681
582	0.3266652154
583	0.3266078165
584	0.3265886914
585	0.3265029812
586	0.3264372199
587	0.3263283461
588	0.3262694805
589	0.3261219844
590	0.3259677852
591	0.3259044026
592	0.3256553967
593	0.3256294644
594	0.3253756431
595	0.3252479549
596	0.325114589
597	0.32495958
598	0.3248765373
599	0.3246686566
600	0.3245993488
601	0.3245128173
602	0.3244614887
603	0.3243725661
604	0.3242367658
605	0.3240794334
606	0.3240093677
607	0.324007409
608	0.3238713731
609	0.3237523439
610	0.3237081224
611	0.3235230256
612	0.3233760148
613	0.3233028556
614	0.3231792301
615	0.3231010583
616	0.3229017815
617	0.3226933593
618	0.3226679313
619	0.3224383505
620	0.3222797035
621	0.3221967692
622	0.3221056183
623	0.3220152098
624	0.3216824587
625	0.3216728885
626	0.3215428019
627	0.3213518107
628	0.321154211
629	0.3210772825
630	0.3209931234
631	0.3209186756
632	0.3207710883
633	0.320582226
634	0.320523671
635	0.320476759
636	0.3203830941
637	0.3203519307
638	0.3202068299
639	0.3201873415
640	0.320013043
641	0.3199202234
642	0.3198245021
643	0.3197702727
644	0.3196070593
645	0.3195051267
646	0.3193926567
647	0.3191539346
648	0.3190506184
649	0.31889924
650	0.3186625245
651	0.3184946527
652	0.318362287
653	0.3181425281
654	0.3178607723
655	0.3178416613
656	0.3177445995
657	0.3176423192
658	0.3174491888
659	0.31729552
660	0.3172646504
661	0.3171651844
662	0.3169394261
663	0.3168103783
664	0.3167249463
665	0.3164846523
666	0.3164294086
667	0.3162577188
668	0.3160689104
669	0.3160265378
670	0.3159449166
671	0.3159430846
672	0.3158280365
673	0.3157157674
674	0.315612621
675	0.3155250572
676	0.3154968912
677	0.3154617378
678	0.3153468205
679	0.3152641595
680	0.3151557355
681	0.3149858562
682	0.3148795056
683	0.3147695722
684	0.3146821173
685	0.3146244785
686	0.3145318249
687	0.3144494308
688	0.3144108467
689	0.3143532023
690	0.3142708249
691	0.3141687435
692	0.314067604
693	0.3139732623
694	0.3139085871
695	0.3138402667
696	0.3136933424
697	0.3136272257
698	0.3135691139
699	0.3133766637
700	0.3133089715
701	0.3131349429
702	0.3130780143
703	0.3130474075
704	0.3129236149
705	0.3128435285
706	0.312662897
707	0.3124743613
708	0.312421481
709	0.3123590235
710	0.3123082957
711	0.3122544752
712	0.312228776
713	0.3119330429
714	0.3118827347
715	0.3118037221
716	0.3116880551
717	0.3116381454
718	0.3114561474
719	0.3113070313
720	0.3111825459
721	0.3111125506
722	0.3109797438
723	0.3108735883
724	0.3107858836
725	0.3105880375
726	0.3104570512
727	0.310416091
728	0.310338911
729	0.3103230571
730	0.3102530212
731	0.3101686372
732	0.3099878179
733	0.3098952668
734	0.3096507749
735	0.3094635209
736	0.3092685182
737	0.3091751049
738	0.3091493254
739	0.3090366378
740	0.3089280416
741	0.3088013534
742	0.3084585502
743	0.3083733931
744	0.3082806506
745	0.3082458397
746	0.3081274081
747	0.3079662602
748	0.3079122518
749	0.3076755508
750	0.3076710122
751	0.3075964817
752	0.307517656
753	0.3073854198
754	0.3073544703
755	0.3070439724
756	0.3069476415
757	0.3069156327
758	0.3067150636
759	0.3066641058
760	0.3066364607
761	0.30662986
762	0.3065588971
763	0.3064409612
764	0.3063051532
765	0.3061703968
766	0.3059936265
767	0.3059510247
768	0.3059222105
769	0.3058438359
770	0.3057967286
771	0.3056694176
772	0.3055838513
773	0.3055156891
774	0.305501428
775	0.3053514192
776	0.3052673881
777	0.3051428303
778	0.305024146
779	0.3048593921
780	0.3047742489
781	0.3046664425
782	0.3043766409
783	0.3043315285
784	0.3042562003
785	0.3042261389
786	0.303967931
787	0.303912012
788	0.3038378189
789	0.3037926092
790	0.3037414395
791	0.3036416239
792	0.3036130596
793	0.3034863403
794	0.3033550685
795	0.3032940184
796	0.3032163088
797	0.3031374763
798	0.3030459325
799	0.3029896408
800	0.3027531027
801	0.3026153005
802	0.3023930377
803	0.3022268262
804	0.3021225213
805	0.3018582482
806	0.3018003745
807	0.3016918984
808	0.3015006957
809	0.3013827907
810	0.3011830033
811	0.301087205
812	0.3009810778
813	0.3007507637
814	0.3005479779
815	0.3003081757
816	0.3002271685
817	0.3001832019
818	0.3001529003
819	0.3001082896
820	0.2998719558
821	0.2997991149
822	0.2996552479
823	0.2994863973
824	0.2994202164
825	0.299323278
826	0.2992880309
827	0.2992653643
828	0.2991172449
829	0.2990407615
830	0.2989697198
831	0.2988655215
832	0.2988210229
833	0.2987706276
834	0.2985849516
835	0.2983608926
836	0.2982988964
837	0.2982057646
838	0.2979870892
839	0.2979279827
840	0.2977357686
841	0.2975781069
842	0.2975222029
843	0.2975019875
844	0.2972359398
845	0.2971766315
846	0.2970622196
847	0.2968132365
848	0.296752827
849	0.2966941415
850	0.2965721939
851	0.2965224894
852	0.2963938124
853	0.2963124338
854	0.2959873506
855	0.2959244166
856	0.2958688263
857	0.2956188828
858	0.2954714451
859	0.295388577
860	0.2953090897
861	0.2951946678
862	0.2950326043
863	0.2948674223
864	0.2947273572
865	0.2944843054
866	0.2943519165
867	0.2943061332
868	0.2940255766
869	0.2938490608
870	0.2937994927
871	0.2936653904
872	0.293420115
873	0.2931600667
874	0.293151748
875	0.2931273873
876	0.2929454072
877	0.2928530933
878	0.2925483006
879	0.292408433
880	0.2922712726
881	0.2922030131
882	0.2921019203
883	0.2918104641
884	0.291766897
885	0.2916875429
886	0.2914774834
887	0.2914172227
888	0.2912788737
889	0.2911668739
890	0.2911222318
891	0.2910792738
892	0.2909102805
893	0.2907123925
894	0.2905953261
895	0.2905413445
896	0.2902435921
897	0.2901573231
898	0.2901161139
899	0.2900175101
900	0.289772917
901	0.289706517
902	0.2896278699
903	0.2895872979
904	0.2893650622
905	0.2892497574
906	0.2890692971
907	0.2888372562
908	0.2886209919
909	0.2885222947
910	0.2884594499
911	0.2884276885
912	0.2881080361
913	0.288034282
914	0.2879635677
915	0.2877047088
916	0.2876302445
917	0.2873985146
918	0.2873214856
919	0.2872336064
920	0.2870760933
921	0.286972139
922	0.286937812
923	0.286709151
924	0.2865679085
925	0.2865009491
926	0.2864102006
927	0.2863685851
928	0.2862775077
929	0.2860844489
930	0.2860355719
931	0.2859996537
932	0.2857520039
933	0.2857170048
934	0.2854669016
935	0.2853513018
936	0.2852004551
937	0.2851562842
938	0.2848913318
939	0.2848419563
940	0.2847692585
941	0.2847031007
942	0.2846116594
943	0.2845590849
944	0.284431254
945	0.284358743
946	0.2842278534
947	0.2839536297
948	0.2838063776
949	0.2835914543
950	0.2835220599
951	0.2834916093
952	0.2834051742
953	0.2832247313
954	0.2829711267
955	0.2827891374
956	0.2827725133
957	0.2826807553
958	0.2826217634
959	0.2825522987
960	0.2824705183
961	0.282465541
962	0.2822064241
963	0.2819293211
964	0.2816647694
965	0.281548679
966	0.2814553778
967	0.2812698674
968	0.2811174535
969	0.2810233372
970	0.2808403845
971	0.2807406795
972	0.2805633496
973	0.2803293763
974	0.2800937131
975	0.2799861021
976	0.2799326251
977	0.2797098379
978	0.279625653
979	0.2794837531
980	0.2793074132
981	0.2792303404
982	0.2792044435
983	0.2791009602
984	0.2788953307
985	0.2787943207
986	0.2786740527
987	0.2785410065
988	0.2783660919
989	0.2783397999
990	0.27811324
991	0.2779876516
992	0.2778349188
993	0.2777145027
994	0.2775846266
995	0.2774967874
996	0.2774175481
997	0.2772648346
998	0.2771754965
999	0.2770978776
